NAME,MASS,MASS_SINI,SEMI_MAJOR_AXIS,ORBITAL_PERIOD,ECCENTRICITY,OMEGA,TIME_PERIAPSE,PLANETARY_RADIUS,INCLINATION,DETECTION_TYPE,STAR_MASS,STAR_AGE,STAR_TEMP,STAR_RADIUS,STAR_METALLICITY
Kepler-802 b,,,,40.0587473,,,,0.316,,Primary Transit,0.93,,5507.0,0.9,0.06
Kepler-803 b,,,,50.28638192,,,,0.33799999999999997,,Primary Transit,1.05,,5919.0,1.12,0.02
Kepler-804 b,,,,14.37457351,,,,0.17300000000000001,,Primary Transit,1.01,,5817.0,1.05,0.0
Kepler-804 c,,,,9.65185017,,,,0.102,,Primary Transit,1.01,,5817.0,1.05,0.0
Kepler-805 b,,,,30.863893100000006,,,,0.258,,Primary Transit,1.19,,6112.0,1.65,0.06
Kepler-806 b,,,,8.09219642,,,,0.102,,Primary Transit,0.99,,5770.0,1.16,0.0
Kepler-807 b,,,,117.9310878,,,,0.93,,Primary Transit,1.04,,5965.0,1.06,0.04
Kepler-808 b,,,,0.63133235,,,,0.13,,Primary Transit,0.76,,4653.0,0.71,0.05
Kepler-809 b,,,,55.639340000000004,,,,0.26899999999999996,,Primary Transit,0.99,,5734.0,0.98,0.04
Kepler-81 b,,,0.055999999999999994,5.954893,0.0,,,0.2269,85.94,Primary Transit,0.648,,4391.0,0.578,0.2
Kepler-81 c,,,0.08900000000000001,12.039900999999999,0.0,,,0.2188,87.66,Primary Transit,0.648,,4391.0,0.578,0.2
Kepler-81 d,,,0.128,20.837846,,,,0.10800000000000001,,Primary Transit,0.648,,4391.0,0.578,0.2
Kepler-810 b,,,,4.59725385,,,,0.172,,Primary Transit,1.03,,5803.0,1.04,0.1
Kepler-811 b,,,,23.58447697,,,,0.24100000000000002,,Primary Transit,1.01,,5747.0,1.24,0.05
Kepler-812 b,,,,10.11716531,,,,0.317,,Primary Transit,1.45,,6761.0,1.71,0.02
Kepler-813 b,,,,19.12947337,,,,0.191,,Primary Transit,0.95,,5743.0,0.93,0.13
Kepler-814 b,,,,6.146985099999999,,,,0.18899999999999997,,Primary Transit,1.15,,6162.0,1.22,0.01
Kepler-815 b,,,,8.57503552,,,,0.36700000000000005,,Primary Transit,1.25,,5028.0,3.42,0.03
Kepler-816 b,,,,10.50682565,,,,0.914,,Primary Transit,0.9,,5286.0,0.85,0.16
Kepler-817 b,,,,3.99010623,,,,0.8059999999999999,,Primary Transit,1.03,,5861.0,1.03,0.02
Kepler-818 b,,,,10.03538581,,,,0.456,,Primary Transit,0.94,,5638.0,0.92,0.08
Kepler-819 b,,,,33.1995648,,,,0.24600000000000002,,Primary Transit,0.86,,5279.0,0.81,0.06
Kepler-82 b,,,0.16899999999999998,26.443794,0.0,,,0.36700000000000005,89.38,Primary Transit,0.85,,5428.0,0.945,0.15
Kepler-82 c,,,0.264,51.531855,0.0,,,0.503,89.95,Primary Transit,0.85,,5428.0,0.945,0.15
Kepler-82 d,,,0.034,2.382961,,,,0.158,,Primary Transit,0.85,,5428.0,0.945,0.15
Kepler-82 e,,,0.063,5.902206,,,,0.22,,Primary Transit,0.85,,5428.0,0.945,0.15
Kepler-820 b,,,,127.8338098,,,,0.5429999999999999,,Primary Transit,1.23,,6260.0,1.36,0.09
Kepler-821 b,,,,1.92279873,,,,0.11699999999999999,,Primary Transit,0.84,,5191.0,0.8,0.03
Kepler-822 b,,,,3.22296927,,,,0.158,,Primary Transit,1.06,,5928.0,1.08,0.04
Kepler-823 b,,,,4.16809082,,,,0.14,,Primary Transit,0.98,,5643.0,0.96,0.06
Kepler-824 b,,,,4.51436633,,,,0.16699999999999998,,Primary Transit,1.15,,6035.0,1.22,0.14
Kepler-825 b,,,,3.77360059,,,,0.136,,Primary Transit,1.03,,5976.0,1.08,0.08
Kepler-825 c,,,,8.1818246,,,,0.16399999999999998,,Primary Transit,1.03,,5976.0,1.08,0.08
Kepler-826 b,,,,4.48758907,,,,0.11199999999999999,,Primary Transit,1.05,,6079.0,1.15,0.12
Kepler-827 b,,,,51.92927591,,,,0.502,,Primary Transit,0.93,,5602.0,0.91,0.06
Kepler-828 b,,,,0.56785714,,,,0.135,,Primary Transit,0.81,,5039.0,0.77,0.02
Kepler-829 b,,,,6.88337562,,,,0.188,,Primary Transit,0.98,,5698.0,0.97,0.03
Kepler-83 b,,,0.078,9.770513000000001,0.0,,,0.209,88.24,Primary Transit,0.664,,4164.0,0.539,0.2
Kepler-83 c,,,0.126,20.089760000000002,0.0,,,0.1733,88.81,Primary Transit,0.664,,4164.0,0.539,0.2
Kepler-83 d,,,0.051,5.169796,,,,0.17300000000000001,,Primary Transit,0.664,,4164.0,0.539,0.2
Kepler-830 b,,,,11.29695137,,,,0.152,,Primary Transit,1.07,,6037.0,1.11,0.02
Kepler-831 b,,,,5.62153941,,,,0.113,,Primary Transit,0.99,,5732.0,0.97,0.02
Kepler-832 b,,,,7.139694099999999,,,,0.184,,Primary Transit,0.92,,5596.0,0.9,0.08
Kepler-833 b,,,,18.7546998,,,,0.18,,Primary Transit,0.64,,4339.0,0.62,0.18
Kepler-834 b,,,,13.32388301,,,,0.18,,Primary Transit,0.7,,4554.0,0.66,0.13
Kepler-835 b,,,,11.41909375,,,,0.249,,Primary Transit,1.08,,5954.0,1.11,0.08
Kepler-836 b,,,,11.36112327,,,,0.244,,Primary Transit,1.03,,5895.0,1.04,0.01
Kepler-837 b,,,,16.56059504,,,,0.228,,Primary Transit,0.85,,5403.0,0.81,0.18
Kepler-838 b,,,,15.74957994,,,,0.244,,Primary Transit,0.98,,5770.0,0.96,0.06
Kepler-839 b,,,,37.814451399999996,,,,0.22899999999999998,,Primary Transit,1.22,,6058.0,1.31,0.29
Kepler-84 b,,,0.083,8.725854,0.0,,,0.1965,88.24,Primary Transit,1.022,,6015.0,1.035,0.2
Kepler-84 c,,,0.10800000000000001,12.882525,0.0,,,0.2144,88.24,Primary Transit,1.022,,6015.0,1.035,0.2
Kepler-84 d,,,0.052000000000000005,4.224537000000001,,,,0.12300000000000001,,Primary Transit,1.022,,6015.0,1.035,0.2
Kepler-84 e,,,0.18100000000000002,27.434389000000003,,,,0.23199999999999998,,Primary Transit,1.022,,6015.0,1.035,0.2
Kepler-84 f,,,0.25,44.552169,,,,0.196,,Primary Transit,1.022,,6015.0,1.035,0.2
Kepler-840 b,,,,2.49577962,,,,1.5230000000000001,,Primary Transit,1.04,,5920.0,1.06,0.0
Kepler-841 b,,,,124.4198398,,,,0.467,,Primary Transit,0.85,,5324.0,0.81,0.09
Kepler-842 b,,,,1.21956827,,,,0.14300000000000002,,Primary Transit,0.78,,4848.0,0.73,0.02
Kepler-843 b,,,,2.05387982,,,,0.231,,Primary Transit,1.02,,5830.0,1.03,0.05
Kepler-844 b,,,,2.61302086,,,,0.15,,Primary Transit,0.59,,4128.0,0.57,0.24
Kepler-845 b,,,,0.92785982,,,,0.182,,Primary Transit,0.79,,4913.0,0.75,0.01
Kepler-846 b,,,,19.80792185,,,,0.221,,Primary Transit,0.94,,5579.0,0.91,0.0
Kepler-847 b,,,,2.3432319,,,,0.105,,Primary Transit,0.83,,4940.0,0.77,0.15
Kepler-848 b,,,,6.91134416,,,,0.152,,Primary Transit,1.01,,5695.0,1.2,0.15
Kepler-849 b,,,,394.62449039999996,,,,0.637,,Primary Transit,1.23,,6059.0,1.64,0.12
Kepler-85 b,0.0465,,0.07891000000000001,8.305992,,,,0.17800000000000002,,Primary Transit,0.95,,5666.0,0.84,
Kepler-85 c,0.059000000000000004,,0.10369,12.51217,,,,0.19699999999999998,,Primary Transit,0.95,,5666.0,0.84,
Kepler-85 d,,,0.13,17.91323,,,,0.107,,Primary Transit,0.95,,5666.0,0.84,
Kepler-85 e,,,0.163,25.216751000000002,,,,0.113,,Primary Transit,0.95,,5666.0,0.84,
Kepler-850 b,,,,7.19303878,,,,0.159,,Primary Transit,1.06,,5932.0,1.09,0.03
Kepler-851 b,,,,8.50699658,,,,0.15,,Primary Transit,0.89,,5455.0,0.85,0.07
Kepler-852 b,,,,44.9309804,,,,0.22699999999999998,,Primary Transit,1.19,,6100.0,1.16,0.22
Kepler-853 b,,,,7.16892463,,,,0.151,,Primary Transit,1.3,,6350.0,1.55,0.07
Kepler-854 b,,,,2.14463285,,,,1.492,,Primary Transit,1.17,,6179.0,1.27,0.04
Kepler-855 b,,,,7.8866311,,,,0.745,,Primary Transit,1.03,,5835.0,1.03,0.06
Kepler-856 b,,,,8.02768059,,,,0.83,,Primary Transit,0.96,,5535.0,0.93,0.12
Kepler-857 b,,,,85.35129427,,,,0.607,,Primary Transit,0.99,,5773.0,0.99,0.02
Kepler-858 b,,,,76.13602028,,,,0.434,,Primary Transit,0.96,,5653.0,0.91,0.04
Kepler-859 b,,,,20.38177573,,,,0.276,,Primary Transit,0.81,,5020.0,0.77,0.02
Kepler-86 b,,,0.828,282.5255,0.41,3.4,,0.905,89.83,Primary Transit,0.94,,5629.0,1.0,0.078
Kepler-860 b,,,,5.10137945,,,,0.289,,Primary Transit,1.04,,5836.0,1.06,0.09
Kepler-861 b,,,,3.94963138,,,,0.203,,Primary Transit,0.82,,5047.0,0.78,0.01
Kepler-862 b,,,,3.14866453,,,,0.19699999999999998,,Primary Transit,0.88,,5333.0,0.84,0.04
Kepler-863 b,,,,15.59461874,,,,0.259,,Primary Transit,0.96,,5678.0,0.95,0.03
Kepler-864 b,,,,5.83376092,,,,0.214,,Primary Transit,1.0,,5754.0,1.0,0.04
Kepler-865 b,,,,14.16399294,,,,0.222,,Primary Transit,0.93,,5570.0,0.92,0.01
Kepler-866 b,,,,2.61703254,,,,0.145,,Primary Transit,0.75,,4751.0,0.71,0.07
Kepler-867 b,,,,150.242127,,,,0.414,,Primary Transit,0.92,,5541.0,0.91,0.02
Kepler-868 b,,,,5.03251791,,,,0.183,,Primary Transit,0.93,,5614.0,0.89,0.08
Kepler-869 b,,,,40.4287755,,,,0.322,,Primary Transit,0.97,,5664.0,0.95,0.02
Kepler-87 b,1.02,,0.47100000000000003,114.73709,0.036000000000000004,238.6,,1.21,89.274,Primary Transit,1.1,7.5,5600.0,1.82,0.17
Kepler-87 c,0.0201,,0.664,192.363,0.039,223.2,,0.5489999999999999,89.588,Primary Transit,1.1,7.5,5600.0,1.82,0.17
Kepler-870 b,,,,21.3587621,,,,0.248,,Primary Transit,1.01,,5857.0,1.02,0.01
Kepler-871 b,,,,22.0459018,,,,0.33399999999999996,,Primary Transit,1.11,,5993.0,1.14,0.09
Kepler-872 b,,,,2.57885507,,,,0.17800000000000002,,Primary Transit,1.05,,5902.0,1.08,0.04
Kepler-873 b,,,,20.5533844,,,,0.335,,Primary Transit,1.18,,6163.0,1.27,0.07
Kepler-874 b,,,,40.0686727,,,,0.35200000000000004,,Primary Transit,1.09,,6020.0,1.13,0.03
Kepler-875 b,,,,27.5073799,,,,0.259,,Primary Transit,1.06,,5958.0,1.11,0.03
Kepler-876 b,,,,5.14438011,,,,0.128,,Primary Transit,0.81,,5060.0,0.77,0.03
Kepler-877 b,,,,18.45847097,,,,0.18899999999999997,,Primary Transit,0.85,,5261.0,0.81,0.06
Kepler-878 b,,,,25.9422033,,,,0.172,,Primary Transit,0.81,,5044.0,0.77,0.03
Kepler-879 b,,,,33.3855938,,,,0.22899999999999998,,Primary Transit,1.02,,5792.0,1.02,0.05
Kepler-88 b,0.0274,,,10.95416,0.055929999999999994,90.59,,0.3372,89.055,Primary Transit,1.022,2.45,5513.0,0.961,0.37
Kepler-88 c,0.6255,,0.1529,22.3395,0.05628,270.76,,,86.2,Radial Velocity,1.022,2.45,5513.0,0.961,0.37
Kepler-880 b,,,,7.71468975,,,,0.237,,Primary Transit,1.46,,6761.0,1.74,0.03
Kepler-881 b,,,,4.44448017,,,,0.159,,Primary Transit,1.06,,5961.0,1.09,0.0
Kepler-882 b,,,,3.98953967,,,,0.11,,Primary Transit,0.9,,5476.0,0.87,0.03
Kepler-883 b,,,,12.98495573,,,,0.159,,Primary Transit,1.06,,6116.0,1.09,0.13
Kepler-884 b,,,,5.69919514,,,,0.11,,Primary Transit,1.0,,5715.0,0.94,0.05
Kepler-885 b,,,,18.11472949,,,,0.223,,Primary Transit,1.21,,6187.0,1.35,0.11
Kepler-886 b,,,,6.24146367,,,,0.136,,Primary Transit,1.1,,6098.0,1.16,0.01
Kepler-887 b,,,,20.42228798,,,,0.16399999999999998,,Primary Transit,1.19,,6194.0,1.29,0.08
Kepler-887 c,,,,7.63846023,,,,0.10099999999999999,,Primary Transit,1.19,,6194.0,1.29,0.08
Kepler-888 b,,,,70.6979061,,,,0.157,,Primary Transit,0.97,,5875.0,0.9,0.21
Kepler-889 b,,,,3.744439,,,,0.09699999999999999,,Primary Transit,1.14,,5961.0,1.25,0.19
Kepler-89 b,0.033,,0.05,3.7432451,,,,0.153,,Primary Transit,1.25,3.9,6116.0,1.656,0.01
Kepler-89 c,0.049,,0.099,10.423707,,,,0.386,,Primary Transit,1.25,3.9,6116.0,1.656,0.01
Kepler-89 d,0.16399999999999998,,0.165,22.343000399999998,,,,0.98,,Primary Transit,1.25,3.9,6116.0,1.656,0.01
Kepler-89 e,0.040999999999999995,,0.298,54.319931000000004,,,,0.55,,Primary Transit,1.25,3.9,6116.0,1.656,0.01
Kepler-890 b,,,,52.75875577,,,,0.7929999999999999,,Primary Transit,1.09,,5954.0,1.13,0.09
Kepler-891 b,,,,53.44945593,,,,0.5720000000000001,,Primary Transit,1.06,,5887.0,1.07,0.09
Kepler-892 b,,,,13.7521072,,,,0.251,,Primary Transit,0.75,,4747.0,0.72,0.04
Kepler-893 b,,,,6.33855761,,,,0.27,,Primary Transit,1.0,,5820.0,0.99,0.03
Kepler-894 b,,,,9.803224,,,,0.248,,Primary Transit,0.87,,5603.0,0.85,0.25
Kepler-895 b,,,,2.80624233,,,,0.13699999999999998,,Primary Transit,0.65,,4315.0,0.61,0.16
Kepler-896 b,,,,144.547396,,,,0.226,,Primary Transit,0.84,,5262.0,0.81,0.1
Kepler-897 b,,,,8.0472642,,,,0.213,,Primary Transit,1.03,,5839.0,1.04,0.04
Kepler-898 b,,,,5.8706191,,,,0.133,,Primary Transit,0.65,,4223.0,0.62,0.06
Kepler-899 b,,,,19.17891293,,,,0.239,,Primary Transit,0.93,,5595.0,0.91,0.06
Kepler-9 b,0.1369,,0.14300000000000002,19.22418,0.0626,356.9,,0.732,87.1,Primary Transit,1.0,3.0,5722.0,1.1,0.17
Kepler-9 c,0.0941,,0.22899999999999998,38.969,0.0684,169.3,,0.74,87.2,Primary Transit,1.0,3.0,5722.0,1.1,0.17
Kepler-9 d,0.016518263999999998,,0.0273,1.592851,,,,0.178428367,,Primary Transit,1.0,3.0,5722.0,1.1,0.17
Kepler-90 b,,,0.07400000000000001,7.008151,,,,0.11699999999999999,89.4,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 c,,,0.08900000000000001,8.719375,,,,0.106,89.68,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 d,,,0.32,59.73667,,,,0.257,89.71,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 e,,,0.42,91.93913,,,,0.23800000000000002,89.79,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 f,,,0.48,124.9144,0.01,,,0.258,89.77,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 g,,,0.71,210.60697000000002,,,,0.725,89.8,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 h,,,1.01,331.60059,,,,1.01,89.6,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-90 i,,,0.2,14.44912,,,,0.11800000000000001,89.2,Primary Transit,1.13,,5930.0,1.2,0.17
Kepler-900 b,,,,6.9913086,,,,0.18600000000000003,,Primary Transit,0.78,,4836.0,0.73,0.01
Kepler-901 b,,,,3.51749439,,,,0.122,,Primary Transit,0.59,,4184.0,0.57,0.3
Kepler-902 b,,,,40.1099547,,,,0.22699999999999998,,Primary Transit,0.95,,5647.0,0.93,0.0
Kepler-903 b,,,,10.350772099999999,,,,0.179,,Primary Transit,0.98,,5682.0,0.97,0.05
Kepler-903 c,,,,62.9228557,,,,0.226,,Primary Transit,0.98,,5682.0,0.97,0.05
Kepler-904 b,,,,3.02166863,,,,0.158,,Primary Transit,1.16,,6160.0,1.25,0.05
Kepler-905 b,,,,5.08274652,,,,0.126,,Primary Transit,0.95,,5461.0,0.86,0.09
Kepler-906 b,,,,41.6979976,,,,0.188,,Primary Transit,1.06,,6035.0,1.02,0.09
Kepler-907 b,,,,15.86621821,,,,0.107,,Primary Transit,1.08,,6106.0,1.38,0.15
Kepler-908 b,,,,1.34059747,,,,0.109,,Primary Transit,1.11,,5973.0,1.12,0.15
Kepler-909 b,,,,13.93290318,,,,0.131,,Primary Transit,1.17,,6154.0,1.23,0.08
Kepler-91 b,0.73,,0.07200000000000001,6.246580000000001,0.066,316.8,,1.3840000000000001,68.5,Primary Transit,1.31,4.86,4550.0,6.3,0.11
Kepler-910 b,,,,2.36436901,,,,0.073,,Primary Transit,1.26,,6230.0,1.5,0.12
Kepler-911 b,,,,20.310501000000002,,,,0.23199999999999998,,Primary Transit,1.34,,6112.0,1.99,0.03
Kepler-912 b,,,,2.53475627,,,,0.25,,Primary Transit,1.07,,5998.0,1.11,0.02
Kepler-913 b,,,,10.29672521,,,,0.184,,Primary Transit,0.63,,4687.0,0.61,0.52
Kepler-914 b,,,,4.40966548,,,,0.12300000000000001,,Primary Transit,1.1,,5877.0,1.15,0.22
Kepler-915 b,,,,4.59489604,,,,0.134,,Primary Transit,1.21,,6173.0,1.38,0.08
Kepler-916 b,,,,32.2968798,,,,0.157,,Primary Transit,0.85,,5248.0,0.81,0.05
Kepler-917 b,,,,2.97041437,,,,0.17,,Primary Transit,0.8,,5418.0,0.76,0.38
Kepler-918 b,,,,4.85386933,,,,0.155,,Primary Transit,1.11,,6028.0,1.14,0.06
Kepler-919 b,,,,11.04603384,,,,0.201,,Primary Transit,1.15,,6113.0,1.21,0.07
Kepler-92 b,0.18899999999999997,,,13.748933,0.17,,,0.326,,Primary Transit,1.209,5.52,5871.0,1.716,0.17
Kepler-92 c,0.0179,,,26.72311,0.04,,,0.21899999999999997,,Primary Transit,1.209,5.52,5871.0,1.716,0.17
Kepler-92 d,,,,49.3568,0.07,,,0.1844,,Primary Transit,1.209,5.52,5871.0,1.716,0.17
Kepler-920 b,,,,6.53192704,,,,0.21600000000000003,,Primary Transit,0.89,,5403.0,0.85,0.0
Kepler-920 c,,,,100.8274113,,,,0.33899999999999997,,Primary Transit,0.89,,5403.0,0.85,0.0
Kepler-921 b,,,,51.300634,,,,0.256,,Primary Transit,0.93,,5663.0,0.91,0.12
Kepler-922 b,,,,0.93846683,,,,0.127,,Primary Transit,0.95,,5671.0,0.93,0.05
Kepler-923 b,,,,6.93366476,,,,0.12300000000000001,,Primary Transit,1.11,,5988.0,1.26,0.07
Kepler-924 b,,,,61.03701170000001,,,,0.27399999999999997,,Primary Transit,1.14,,6167.0,1.23,0.01
Kepler-925 b,,,,33.867853100000005,,,,0.209,,Primary Transit,0.77,,4673.0,0.72,0.12
Kepler-926 b,,,,52.0688601,,,,0.20600000000000002,,Primary Transit,1.01,,5806.0,1.01,0.03
Kepler-927 b,,,,9.1149903,,,,0.153,,Primary Transit,0.99,,5743.0,0.99,0.03
Kepler-928 b,,,,3.9324613,,,,0.142,,Primary Transit,0.73,,4700.0,0.7,0.11
Kepler-929 b,,,,0.92103214,,,,0.099,,Primary Transit,1.01,,5869.0,1.02,0.04
Kepler-93 b,0.0126,,0.053,4.72673978,,,,0.132304634,89.49,Primary Transit,0.9109999999999999,6.6,5669.0,0.919,0.18
Kepler-930 b,,,,71.4517775,,,,0.19,,Primary Transit,1.25,,6335.0,1.4,0.04
Kepler-931 b,,,,8.03755877,,,,0.11900000000000001,,Primary Transit,0.86,,5241.0,0.81,0.01
Kepler-932 b,,,,1.9214374,,,,0.122,,Primary Transit,0.87,,5331.0,0.84,0.01
Kepler-933 b,,,,14.20443009,,,,0.21899999999999997,,Primary Transit,0.87,,5346.0,0.84,0.02
Kepler-934 b,,,,55.6738309,,,,0.18600000000000003,,Primary Transit,0.81,,5001.0,0.77,0.01
Kepler-935 b,,,,4.88083852,,,,0.12,,Primary Transit,0.78,,4830.0,0.73,0.01
Kepler-936 b,,,,10.56134221,,,,0.129,,Primary Transit,0.92,,5482.0,0.89,0.05
Kepler-937 b,,,,67.66882700000001,,,,0.332,,Primary Transit,1.15,,6095.0,1.22,0.08
Kepler-937 c,,,,153.34336399999998,,,,0.23800000000000002,,Primary Transit,1.15,,6095.0,1.22,0.08
Kepler-938 b,,,,52.6298417,,,,0.198,,Primary Transit,0.92,,5533.0,0.89,0.03
Kepler-939 b,,,,14.878295999999999,,,,0.156,,Primary Transit,0.88,,5471.0,0.85,0.12
Kepler-94 b,0.03411,,,2.50806,,,,0.313,,Primary Transit,0.81,1.41,4781.0,0.76,0.34
Kepler-94 c,9.836,9.836,,820.0,,,,,,Radial Velocity,0.81,1.41,4781.0,0.76,0.34
Kepler-940 b,,,,59.6225257,,,,0.298,,Primary Transit,0.97,,5769.0,0.96,0.08
Kepler-941 b,,,,17.42395198,,,,0.275,,Primary Transit,0.89,,5539.0,0.86,0.15
Kepler-942 b,,,,44.96417488,,,,0.19,,Primary Transit,0.81,,4861.0,0.75,0.09
Kepler-944 b,,,,43.3167737,,,,0.235,,Primary Transit,0.86,,5409.0,0.83,0.11
Kepler-945 b,,,,31.003381400000002,,,,0.235,,Primary Transit,0.97,,5718.0,0.97,0.01
Kepler-946 b,,,,11.79162572,,,,0.172,,Primary Transit,0.94,,5665.0,0.93,0.09
Kepler-947 b,,,,26.9644317,,,,0.203,,Primary Transit,0.9,,5508.0,0.87,0.07
Kepler-948 b,,,,7.76846622,,,,0.165,,Primary Transit,0.96,,5679.0,0.94,0.02
Kepler-949 b,,,,8.689307300000001,,,,0.26,,Primary Transit,0.89,,5403.0,0.86,0.01
Kepler-95 b,0.040999999999999995,,,11.5231,,,,0.305,,Primary Transit,1.08,5.63,5699.0,1.41,0.3
Kepler-950 b,,,,98.7180406,,,,0.8009999999999999,,Primary Transit,1.02,,5857.0,1.02,0.02
Kepler-951 b,,,,71.52530845,,,,0.499,,Primary Transit,0.77,,4834.0,0.73,0.01
Kepler-952 b,,,,130.3546919,,,,0.682,,Primary Transit,1.0,,5730.0,0.99,0.06
Kepler-953 b,,,0.19757,88.4075,,,,0.315,89.53,Primary Transit,0.94,,5114.0,0.8220000000000001,0.015
Kepler-953 c,,,,9.10967112,,,,0.106,,Primary Transit,0.94,,5114.0,0.8220000000000001,0.015
Kepler-954 b,,,,16.78176602,,,,0.207,,Primary Transit,0.82,,4990.0,0.76,0.02
Kepler-955 b,,,,14.53244172,,,,0.27899999999999997,,Primary Transit,0.89,,5350.0,0.84,0.02
Kepler-956 b,,,,5.24867263,,,,0.268,,Primary Transit,1.1,,6040.0,1.15,0.02
Kepler-957 b,,,,5.90741354,,,,0.491,,Primary Transit,0.81,,4963.0,0.75,0.01
Kepler-958 b,,,,9.767880499999999,,,,0.184,,Primary Transit,0.91,,5421.0,0.86,0.01
Kepler-959 b,,,,14.80074836,,,,0.391,,Primary Transit,1.6,,7005.0,2.01,0.02
Kepler-96 b,0.027000000000000003,,,16.2385,,,,0.23800000000000002,,Primary Transit,1.0,2.34,5690.0,1.02,0.04
Kepler-960 b,,,,3.12686223,,,,0.204,,Primary Transit,0.77,,4755.0,0.72,0.02
Kepler-961 b,,,,16.87727414,,,,0.22699999999999998,,Primary Transit,0.96,,5582.0,0.9,0.05
Kepler-962 b,,,,12.05707239,,,,0.17600000000000002,,Primary Transit,0.93,,5478.0,0.86,0.01
Kepler-963 b,,,,9.97683705,,,,0.237,,Primary Transit,0.91,,5461.0,0.87,0.02
Kepler-964 b,,,,13.5225106,,,,0.18899999999999997,,Primary Transit,0.93,,5427.0,0.84,0.03
Kepler-965 b,,,,134.25272980000003,,,,0.302,,Primary Transit,1.05,,5886.0,1.15,0.03
Kepler-966 b,,,,99.74762199999999,,,,0.368,,Primary Transit,1.02,,5840.0,1.02,0.04
Kepler-967 b,,,,13.22713379,,,,0.21,,Primary Transit,0.84,,5178.0,0.8,0.03
Kepler-967 c,,,,198.7112502,,,,0.326,,Primary Transit,0.84,,5178.0,0.8,0.03
Kepler-968 b,,,,3.69298373,,,,0.17800000000000002,,Primary Transit,0.76,,4598.0,0.7,0.13
Kepler-968 c,,,,5.70940492,,,,0.151,,Primary Transit,0.76,,4598.0,0.7,0.13
Kepler-969 b,,,,34.1731714,,,,0.185,,Primary Transit,0.92,,5214.0,0.82,0.22
Kepler-969 c,,,,1.6829346,,,,0.08800000000000001,,Primary Transit,0.92,,5214.0,0.82,0.22
Kepler-970 b,,,,16.73652231,,,,0.247,,Primary Transit,0.7,,4511.0,0.67,0.08
Kepler-971 b,,,,9.59070716,,,,0.19,,Primary Transit,0.88,,5431.0,0.85,0.06
Kepler-972 b,,,,7.03932553,,,,0.415,,Primary Transit,1.15,,6146.0,1.22,0.04
Kepler-973 b,,,,49.6077331,,,,0.175,,Primary Transit,0.86,,5213.0,0.78,0.06
Kepler-974 b,,,,4.19449651,,,,0.14,,Primary Transit,0.52,,3687.0,0.5,0.07
Kepler-975 b,,,,1.97034246,,,,0.132,,Primary Transit,0.8,,4897.0,0.75,0.07
Kepler-976 b,,,,105.9564148,,,,0.353,,Primary Transit,0.87,,5232.0,0.83,0.07
Kepler-977 b,,,,26.85328322,,,,0.23399999999999999,,Primary Transit,0.87,,5315.0,0.83,0.01
Kepler-978 b,,,,49.622150899999994,,,,0.267,,Primary Transit,1.07,,6002.0,1.09,0.01
Kepler-979 b,,,,8.088013499999999,,,,0.243,,Primary Transit,0.87,,5310.0,0.83,0.02
Kepler-980 b,,,,11.55102504,,,,0.23800000000000002,,Primary Transit,1.05,,5935.0,1.06,0.01
Kepler-981 b,,,,4.46975774,,,,0.20600000000000002,,Primary Transit,0.98,,5718.0,0.96,0.01
Kepler-982 b,,,,15.773822099999999,,,,0.201,,Primary Transit,1.16,,6139.0,1.29,0.05
Kepler-983 b,,,,60.08550820000001,,,,0.21100000000000002,,Primary Transit,1.13,,6052.0,1.08,0.12
Kepler-984 b,,,,43.034227200000004,,,,0.18899999999999997,,Primary Transit,0.96,,5610.0,0.93,0.04
Kepler-985 b,,,,116.331901,,,,0.266,,Primary Transit,0.91,,5434.0,0.85,0.0
Kepler-986 b,,,,56.434993799999994,,,,0.21100000000000002,,Primary Transit,0.96,,5642.0,0.98,0.04
Kepler-987 b,,,,105.30331480000001,,,,0.29100000000000004,,Primary Transit,0.97,,5637.0,0.91,0.01
Kepler-988 b,,,,17.76080053,,,,0.185,,Primary Transit,0.55,,4005.0,0.53,0.32
Kepler-989 b,,,,7.96431535,,,,0.19699999999999998,,Primary Transit,0.82,,5074.0,0.78,0.01
Kepler-990 b,,,,9.91723428,,,,0.23199999999999998,,Primary Transit,1.05,,5948.0,1.08,0.01
Kepler-990 c,,,,0.53835431,,,,0.136,,Primary Transit,1.05,,5948.0,1.08,0.01
Kepler-991 b,,,,82.53425190000002,,,,0.22699999999999998,,Primary Transit,0.64,,4392.0,0.61,0.25
Kepler-992 b,,,,20.16034462,,,,0.145,,Primary Transit,0.8,,4944.0,0.74,0.04
Kepler-993 b,,,,22.08557563,,,,0.265,,Primary Transit,0.57,,3843.0,0.54,0.03
Kepler-994 b,,,,1.15116651,,,,0.14300000000000002,,Primary Transit,0.56,,3934.0,0.54,0.13
Kepler-995 b,,,,28.26731672,,,,0.24100000000000002,,Primary Transit,0.83,,5206.0,0.8,0.07
